tx,RevokeEncodedAccountKey,GenerateUUID,GetAccountBalance,SetValue,ValueDecoded,ProgramChecked,ProgramParsed,ValueEncoded,ProgramInterpreted,GetProgram,ValueExists,GetStorageUsed,function_or_loop_call,UpdateAccountContractCode,ContractFunctionInvoke,GetValue,EmitEvent,GetStorageCapacity,GetAccountContractCode,GetCode,AllocateStorageIndex,SetProgram,CreateAccount,AddEncodedAccountKey,GetAccountAvailableBalance,ResolveLocation,ms
get account and get available balance,0,1,0,343,2545,1,1,0,849,2552,0,847,3378,0,848,391178,3,3,0,0,0,1,0,0,844,3,275
get public account + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,108860,0,4,2235,3,3,0,0,0,1,0,0,0,3,107
reference tx + call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,233190,0,4,2251,3,3,0,0,0,1,0,0,0,3,123
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,213512,0,4,2646,3,3,0,0,0,1,0,0,0,3,312
add key to account,0,1,0,343,13,7,7,0,5,29,0,3,16942,0,4,2094,3391,3,6,6,0,7,0,3388,0,12,605
get signer receiver + add and remove key to/from account,626,1,0,343,15,1,1,0,5,20,0,3,5844,0,4,2358,1255,3,0,0,0,1,0,626,0,3,81
load and save empty string on signers address + convert int to string and concatenate it,0,1,0,346,14,1,1,1,5,20,0,3,429050,0,4,2138,3,3,0,0,0,1,0,0,0,3,240
get signer receiver + copy array from storage,0,1,0,343,16,7,7,0,5,29,0,3,104826,0,4,2910,3,3,6,6,0,7,0,0,0,12,200
get account and get available balance,0,1,0,343,3886,1,1,0,1296,3893,0,1294,5166,0,1295,597245,3,3,0,0,0,1,0,0,1291,3,394
emit event + get signer receiver,0,1,0,343,16,1,1,0,5,20,0,3,209974,0,4,2515,20875,3,0,0,0,1,0,0,0,3,333
create new account + get account and get storage used,0,244,0,59392,742,1,1,243,167,668,243,13519,54068,0,166,113793,489,84,0,0,81,1,81,0,0,3,520
copy array from storage + borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,292912,0,4,2646,3,3,0,0,0,1,0,0,0,3,313
load and save empty string on signers address + get signer address,0,1,0,346,14,1,1,1,5,20,0,3,294835,0,4,2138,3,3,0,0,0,1,0,0,0,3,129
call empty contract function + convert int to string and concatenate it,0,1,0,343,14,1,1,0,5,20,0,3,432634,0,4,2251,3,3,0,0,0,1,0,0,0,3,785
get signer receiver + get account and get balance,0,1,307,343,936,1,1,0,312,1555,0,3,38192,0,311,149411,3,3,0,0,0,1,0,0,0,3,185
convert int to string and concatenate it + add and remove key to/from account,1034,1,0,343,13,1,1,0,5,20,0,3,23482,0,4,2094,2071,3,0,0,0,1,0,1034,0,3,140
get account and get balance + get signer receiver,0,1,190,343,585,1,1,0,195,970,0,3,51542,0,194,93368,3,3,0,0,0,1,0,0,0,3,329
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,490952,0,4,2138,3,3,0,0,0,1,0,0,0,3,366
copy array from storage + reference tx,0,1,0,343,14,1,1,0,5,20,0,3,491014,0,4,2646,3,3,0,0,0,1,0,0,0,3,258
add and remove key to/from account + get account and get storage used,407,1,0,343,13,1,1,0,5,20,0,11739,49797,0,4,2094,817,3,0,0,0,1,0,407,0,3,688
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,12976,0,4,3198,3,3,0,0,499,1,0,0,0,3,25
get public account + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,55470,0,4,3198,3,3,0,0,405,1,0,0,0,3,52
emit event + convert int to string and concatenate it,0,1,0,343,14,1,1,0,5,20,0,3,354330,0,4,2251,14854,3,0,0,0,1,0,0,0,3,224
convert int to string and concatenate it + create new account and deploy contract,0,112,0,30942,346,38,38,148,153,316,111,40,93493,37,78,53117,262,40,37,37,74,1,37,0,0,3,100
add key to account,0,1,0,343,13,1,1,0,5,20,0,3,7762,0,4,2094,1555,3,0,0,0,1,0,1552,0,3,284
call empty contract function + get signer address,0,1,0,343,14,1,1,0,5,20,0,3,494493,0,4,2251,3,3,0,0,0,1,0,0,0,3,279
mint NFT + copy array from storage,0,4335,0,867123,18,1,1,0,6,23,0,4,236658,0,5,6786,3,4,0,0,4446,1,0,0,0,3,346
get account and get balance + create new account,0,67,487,16337,1672,1,1,66,536,2631,66,25,2040,0,535,265661,135,25,0,0,22,1,22,0,0,3,232
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,26116,0,4,2646,3,3,0,0,0,1,0,0,0,3,35
load and save empty string on signers address + get account and get storage used,0,1,0,16495,14,1,1,5384,5,20,0,5386,71774,0,4,2097,3,3,0,0,0,1,0,0,0,3,207
create new account + emit event,0,190,0,46270,581,1,1,189,131,524,189,66,6052,0,130,89128,1347,66,0,0,63,1,63,0,0,3,160
get signer address + create new account and deploy contract,0,409,0,112814,1237,143,143,544,549,1117,408,139,394808,136,276,189638,955,139,142,142,272,7,136,0,0,12,332
get signer address + get account and get available balance,0,1,0,343,109,1,1,0,37,116,0,35,556821,0,36,16846,3,3,0,0,0,1,0,0,32,3,213
get account and get storage used + borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,1480,144666,0,4,2646,3,3,0,0,0,1,0,0,0,3,196
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,515842,0,4,2094,3,3,0,0,0,1,0,0,0,3,243
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,24078,0,4,3198,3,3,0,0,926,1,0,0,0,3,46
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,33618,0,4,2646,3,3,0,0,0,1,0,0,0,3,34
emit event + create new account and deploy contract,0,154,0,42520,473,52,52,204,209,428,153,54,153769,51,106,72580,25928,54,51,51,102,1,51,0,0,3,253
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,779902,0,4,2094,3,3,0,0,0,1,0,0,0,3,653
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,7115,0,4,2094,3,3,0,0,0,1,0,0,0,3,16
get account and get balance + get signer receiver,0,1,301,343,918,1,1,0,306,1525,0,3,63080,0,305,146537,3,3,0,0,0,1,0,0,0,3,429
mint NFT + get account and get storage used,0,867,0,177863,17,1,1,0,6,23,0,813,13632,0,5,7609,3,4,0,0,889,1,0,0,0,3,87
create new account and deploy contract,0,82,0,22672,256,28,28,108,113,236,81,30,191,27,58,39327,192,30,27,27,54,1,27,0,0,3,118
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,23750,94990,0,4,2094,3,3,0,0,0,1,0,0,0,3,285
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,13808,0,4,3198,3,3,0,0,531,1,0,0,0,3,25
transfer tokens,0,4263,0,568,16,1,1,0,5,20,0,3,149172,0,4,2480,8527,3,0,0,0,1,0,0,0,3,383
get account and get storage used + mint NFT,0,1375,0,277431,17,1,1,0,6,23,0,1294,21652,0,5,6053,3,4,0,0,1409,1,0,0,0,3,178
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,28737,114938,0,4,2094,3,3,0,0,0,1,0,0,0,3,414
get account and get balance + emit event,0,1,543,343,1643,1,1,0,548,2735,0,3,14764,0,547,262348,2101,3,0,0,0,1,0,0,0,3,203
load and save empty string on signers address + call empty contract function,0,1,0,346,15,1,1,1,5,20,0,3,245398,0,4,2254,3,3,0,0,0,1,0,0,0,3,208
get signer address + call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,481646,0,4,2251,3,3,0,0,0,1,0,0,0,3,173
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,484657,0,4,2094,3,3,0,0,0,1,0,0,0,3,320
convert int to string and concatenate it + create new account and deploy contract,0,367,0,101237,1111,123,123,488,493,996,366,125,318753,122,248,170332,857,125,122,122,244,1,122,0,0,3,339
load and save long string on signers address + convert int to string,0,1,0,387,14,1,1,1,5,20,0,3,5014,0,4,2097,3,3,0,0,0,1,0,0,0,3,6
reference tx + get public account,0,1,0,343,13,1,1,0,5,20,0,3,258684,0,4,2094,3,3,0,0,0,1,0,0,0,3,180
load and save long string on signers address + transfer tokens,0,814,0,612,17,1,1,1,5,20,0,3,43585,0,4,2483,1629,3,0,0,0,1,0,0,0,3,85
copy array from storage and save a duplicate + get signer address,0,1,0,895,15,7,7,1,5,29,0,3,193591,0,4,3198,3,3,6,6,3,7,0,0,0,12,70
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,101288,0,4,2358,3,3,0,0,0,1,0,0,0,3,296
convert int to string + create new account and deploy contract,0,340,0,93794,1030,114,114,452,457,924,339,116,194423,113,230,157921,794,116,113,113,226,1,113,0,0,3,246
get signer receiver + load and save empty string on signers address,0,1,0,346,16,1,1,1,5,20,0,3,331990,0,4,2402,3,3,0,0,0,1,0,0,0,3,356
add and remove key to/from account + convert int to string and concatenate it,820,1,0,343,13,1,1,0,5,20,0,3,304064,0,4,2094,1643,3,0,0,0,1,0,820,0,3,272
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,26652,0,4,3198,3,3,0,0,1025,1,0,0,0,3,48
convert int to string and concatenate it + transfer tokens,0,1778,0,568,16,1,1,0,5,20,0,3,366289,0,4,2480,3557,3,0,0,0,1,0,0,0,3,317
copy array from storage + load and save long string on signers address,0,1,0,387,15,1,1,1,5,20,0,3,235150,0,4,2649,3,3,0,0,0,1,0,0,0,3,202
add and remove key to/from account + emit event,544,1,0,343,14,1,1,0,5,20,0,3,94610,0,4,2249,16224,3,0,0,0,1,0,544,0,3,230
copy array from storage and save a duplicate + mint NFT,0,678,0,139934,19,1,1,1,6,23,0,4,52562,0,5,7879,3,4,0,0,2404,1,0,0,0,3,112
get account and get available balance + add key to account,0,1,0,343,565,1,1,0,189,572,0,187,12485,0,188,86918,2352,3,0,0,0,1,0,2349,184,3,242
create new account and deploy contract + get signer receiver,0,163,0,45001,501,55,55,216,221,452,162,57,16372,54,112,76824,381,57,54,54,108,1,54,0,0,3,114
create new account,0,673,0,163639,2029,1,1,672,453,1812,672,227,898,0,452,310990,1347,227,0,0,224,1,224,0,0,3,263
convert int to string + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,316840,0,4,2138,3,3,0,0,0,1,0,0,0,3,157
get account and get available balance,0,1,0,343,1177,1,1,0,393,1184,0,391,1554,0,392,180962,3,3,0,0,0,1,0,0,388,3,116
reference tx + get account and get balance,0,1,227,343,694,1,1,0,232,1155,0,3,36392,0,231,110827,3,3,0,0,0,1,0,0,0,3,99
get account and get balance + borrow array from storage,0,1,433,343,1313,1,1,0,438,2185,0,3,115498,0,437,210053,3,3,0,0,0,1,0,0,0,3,348
get public account + get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,11684,262428,0,4,2094,3,3,0,0,0,1,0,0,0,3,316
mint NFT,0,427,0,89616,17,1,1,0,6,23,0,4,5114,0,5,6977,3,4,0,0,438,1,0,0,0,3,32
get account and get available balance + get signer address,0,1,0,343,1336,1,1,0,446,1343,0,444,283153,0,445,205395,3,3,0,0,0,1,0,0,441,3,228
copy array from storage + get account and get storage used,0,1,0,343,14,1,1,0,5,20,0,1187,116346,0,4,2646,3,3,0,0,0,1,0,0,0,3,325
load and save empty string on signers address + transfer tokens,0,1017,0,571,17,1,1,1,5,20,0,3,66824,0,4,2483,2035,3,0,0,0,1,0,0,0,3,114
load and save long string on signers address + load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,218764,0,4,2097,3,3,0,0,0,1,0,0,0,3,162
get account and get balance + get account and get available balance,0,1,184,343,1837,1,1,0,613,2212,0,427,2436,0,612,285694,3,3,0,0,0,1,0,0,424,3,202
get account and get balance + convert int to string and concatenate it,0,1,534,343,1615,1,1,0,539,2690,0,3,186060,0,538,257880,3,3,0,0,0,1,0,0,0,3,357
convert int to string + call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,143180,0,4,2251,3,3,0,0,0,1,0,0,0,3,66
emit event + get account and get storage capacity,0,1,0,343,2024,1,1,0,675,2030,0,3,83378,0,674,311121,13452,673,0,0,0,1,0,0,0,3,279
get account and get storage capacity,0,1,0,343,3319,7,7,0,1107,3335,0,3,4410,0,1106,510116,3,1105,6,6,0,7,0,0,0,12,327
create new account and deploy contract + get account and get storage used,0,31,0,8613,103,11,11,40,45,100,30,8999,36018,10,24,15884,73,13,10,10,20,1,10,0,0,3,172
add and remove key to/from account,1970,1,0,343,13,1,1,0,5,20,0,3,13792,0,4,2094,3943,3,0,0,0,1,0,1970,0,3,247
call empty contract function + emit event,0,1,0,343,14,1,1,0,5,20,0,3,293792,0,4,2251,20061,3,0,0,0,1,0,0,0,3,290
transfer tokens,0,2798,0,568,16,1,1,0,5,20,0,3,97897,0,4,2480,5597,3,0,0,0,1,0,0,0,3,258
get signer receiver,0,1,0,343,15,7,7,0,5,29,0,3,91964,0,4,2358,3,3,6,6,0,7,0,0,0,12,190
get account and get available balance + load and save long string on signers address,0,1,0,387,176,1,1,1,59,182,0,57,232978,0,58,26991,3,3,0,0,0,1,0,0,54,3,186
convert int to string and concatenate it + get signer address,0,1,0,343,13,1,1,0,5,20,0,3,514716,0,4,2094,3,3,0,0,0,1,0,0,0,3,215
load and save empty string on signers address + get account and get available balance,0,1,0,346,1169,1,1,1,390,1175,0,388,190880,0,389,179582,3,3,0,0,0,1,0,0,385,3,257
reference tx + mint NFT,0,34,0,11289,17,1,1,0,6,23,0,4,271720,0,5,6942,3,4,0,0,34,1,0,0,0,3,103
convert int to string + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,367168,0,4,2235,3,3,0,0,0,1,0,0,0,3,189
load and save long string on signers address + get public account,0,1,0,387,14,1,1,1,5,20,0,3,171732,0,4,2097,3,3,0,0,0,1,0,0,0,3,129
borrow array from storage + reference tx,0,1,0,343,14,1,1,0,5,20,0,3,362156,0,4,2646,3,3,0,0,0,1,0,0,0,3,283
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,19690,0,4,2235,3,3,0,0,0,1,0,0,0,3,30
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,581782,0,4,2094,3,3,0,0,0,1,0,0,0,3,211
mint NFT + get public account,0,4617,0,923862,17,1,1,0,6,23,0,4,206868,0,5,6822,3,4,0,0,4735,1,0,0,0,3,396
convert int to string and concatenate it,0,1,0,343,13,7,7,0,5,29,0,3,342292,0,4,2094,3,3,6,6,0,7,0,0,0,12,180
get account and get storage used + get account and get balance,0,1,449,343,1360,1,1,0,454,2265,0,11231,46712,0,453,217165,3,3,0,0,0,1,0,0,0,3,323
call empty contract function,0,1,0,343,14,7,7,0,5,29,0,3,333486,0,4,2251,3,3,6,6,0,7,0,0,0,12,293
get account and get available balance + create new account,0,448,0,108666,3304,1,1,447,953,3162,447,802,3200,0,952,506917,897,152,0,0,149,1,149,0,650,3,441
get signer vault + reference tx,0,1,0,343,14,1,1,0,5,20,0,3,572698,0,4,2235,3,3,0,0,0,1,0,0,0,3,288
get account and get storage capacity,0,1,0,343,2131,1,1,0,711,2138,0,3,2826,0,710,327560,3,709,0,0,0,1,0,0,0,3,191
call empty contract function + copy array from storage and save a duplicate,0,1,0,895,16,1,1,1,5,20,0,3,32204,0,4,3353,3,3,0,0,1086,1,0,0,0,3,72
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,443786,0,4,2094,3,3,0,0,0,1,0,0,0,3,164
copy array from storage + get signer vault,0,1,0,343,15,1,1,0,5,20,0,3,124466,0,4,2787,3,3,0,0,0,1,0,0,0,3,160
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,83974,0,4,2235,3,3,0,0,0,1,0,0,0,3,125
borrow array from storage + load and save long string on signers address,0,1,0,387,15,1,1,1,5,20,0,3,393996,0,4,2649,3,3,0,0,0,1,0,0,0,3,349
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,161840,0,4,2097,3,3,0,0,0,1,0,0,0,3,118
create new account and deploy contract + borrow array from storage,0,238,0,65676,725,80,80,316,321,652,237,82,110491,79,162,111587,556,82,79,79,158,1,79,0,0,3,321
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,172352,0,4,2358,3,3,0,0,0,1,0,0,0,3,391
get account and get storage used + add and remove key to/from account,326,1,0,343,13,1,1,0,5,20,0,10823,45566,0,4,2094,655,3,0,0,0,1,0,326,0,3,184
transfer tokens,0,2192,0,568,16,1,1,0,5,20,0,3,76687,0,4,2480,4385,3,0,0,0,1,0,0,0,3,584
get account and get storage capacity + load and save long string on signers address,0,1,0,387,1562,1,1,1,521,1568,0,3,73438,0,520,239973,3,519,0,0,0,1,0,0,0,3,194
reference tx + get account and get balance,0,1,340,343,1033,1,1,0,345,1720,0,3,408054,0,344,164954,3,3,0,0,0,1,0,0,0,3,282
get signer vault + get public account,0,1,0,343,14,1,1,0,5,20,0,3,109604,0,4,2235,3,3,0,0,0,1,0,0,0,3,106
get account and get available balance + get account and get storage used,0,1,0,343,1027,1,1,0,343,1034,0,1808,7224,0,342,157912,3,3,0,0,0,1,0,0,338,3,120
get account and get available balance + copy array from storage and save a duplicate,0,1,0,895,1800,1,1,1,600,1805,0,598,10054,0,599,277493,3,3,0,0,295,1,0,0,595,3,194
borrow array from storage + get signer vault,0,1,0,343,15,1,1,0,5,20,0,3,161724,0,4,2787,3,3,0,0,0,1,0,0,0,3,231
convert int to string + mint NFT,0,4278,0,856068,17,1,1,0,6,23,0,4,205824,0,5,6555,3,4,0,0,4387,1,0,0,0,3,225
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,230540,0,4,2646,3,3,0,0,0,1,0,0,0,3,212
copy array from storage and save a duplicate + get public account,0,1,0,895,15,1,1,1,5,20,0,3,237942,0,4,3198,3,3,0,0,537,1,0,0,0,3,213
get signer vault + get account and get balance,0,1,79,343,251,1,1,0,84,415,0,3,77080,0,83,40076,3,3,0,0,0,1,0,0,0,3,147
get account and get storage used + add and remove key to/from account,563,1,0,343,13,1,1,0,5,20,0,11044,48109,0,4,2094,1129,3,0,0,0,1,0,563,0,3,212
get account and get storage used + copy array from storage,0,1,0,343,14,1,1,0,5,20,0,387,126324,0,4,2646,3,3,0,0,0,1,0,0,0,3,119
get signer receiver + call empty contract function,0,1,0,343,16,1,1,0,5,20,0,3,227096,0,4,2515,3,3,0,0,0,1,0,0,0,3,294
copy array from storage and save a duplicate + transfer tokens,0,57,0,1120,18,1,1,1,5,20,0,3,74192,0,4,3584,115,3,0,0,2778,1,0,0,0,3,131
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,641760,0,4,2094,3,3,0,0,0,1,0,0,0,3,202
add key to account,0,1,0,343,13,7,7,0,5,29,0,3,16817,0,4,2094,3366,3,6,6,0,7,0,3363,0,12,263
load and save empty string on signers address + get account and get storage used,0,1,0,7810,14,1,1,2489,5,20,0,2491,67370,0,4,2097,3,3,0,0,0,1,0,0,0,3,81
convert int to string + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,290632,0,4,2235,3,3,0,0,0,1,0,0,0,3,168
get account and get available balance + mint NFT,0,129,0,30100,128,1,1,0,43,134,0,41,1688,0,42,23865,3,4,0,0,132,1,0,0,37,3,19
convert int to string and concatenate it + emit event,0,1,0,343,14,1,1,0,5,20,0,3,452131,0,4,2251,15425,3,0,0,0,1,0,0,0,3,281
call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,269010,0,4,2251,3,3,0,0,0,1,0,0,0,3,536
create new account and deploy contract,0,568,0,156644,1714,190,190,756,761,1532,567,192,1325,189,382,262725,1326,192,189,189,378,1,189,0,0,3,274
get account and get storage used + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,10226,117984,0,4,2138,3,3,0,0,0,1,0,0,0,3,200
reference tx + get public account,0,1,0,343,13,1,1,0,5,20,0,3,349104,0,4,2094,3,3,0,0,0,1,0,0,0,3,143
convert int to string and concatenate it + add key to account,0,1,0,343,13,1,1,0,5,20,0,3,86529,0,4,2094,2556,3,0,0,0,1,0,2553,0,3,228
create new account and deploy contract + get public account,0,427,0,117493,1291,143,143,568,573,1156,426,145,2122,142,288,197628,997,145,142,142,284,1,142,0,0,3,219
convert int to string and concatenate it + add and remove key to/from account,1122,1,0,343,13,1,1,0,5,20,0,3,339373,0,4,2094,2247,3,0,0,0,1,0,1122,0,3,349
add and remove key to/from account,1846,1,0,343,13,1,1,0,5,20,0,3,12924,0,4,2094,3695,3,0,0,0,1,0,1846,0,3,235
add key to account + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,9289,0,4,3198,794,3,0,0,205,1,0,791,0,3,121
get signer vault + emit event,0,1,0,343,15,1,1,0,5,20,0,3,72636,0,4,2392,2765,3,0,0,0,1,0,0,0,3,107
add key to account + borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,140675,0,4,2646,2164,3,0,0,0,1,0,2161,0,3,410
reference tx + get account and get balance,0,1,465,343,1408,1,1,0,470,2345,0,3,25894,0,469,224829,3,3,0,0,0,1,0,0,0,3,257
load and save empty string on signers address + create new account and deploy contract,0,361,0,99585,1094,127,127,481,485,989,360,123,8728,120,244,167577,843,123,126,126,240,7,120,0,0,12,187
create new account and deploy contract + get signer address,0,10,0,2824,40,4,4,12,17,44,9,6,509356,3,10,6231,24,6,3,3,6,1,3,0,0,3,208
copy array from storage and save a duplicate + emit event,0,1,0,895,16,1,1,1,5,20,0,3,36994,0,4,3355,5856,3,0,0,72,1,0,0,0,3,215
emit event + get signer vault,0,1,0,343,15,1,1,0,5,20,0,3,128770,0,4,2392,10712,3,0,0,0,1,0,0,0,3,168
emit event + load and save long string on signers address,0,1,0,387,15,1,1,1,5,20,0,3,18046,0,4,2295,1307,3,0,0,0,1,0,0,0,3,18
convert int to string + get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,373306,0,4,2358,3,3,0,0,0,1,0,0,0,3,156
reference tx + convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,493324,0,4,2094,3,3,0,0,0,1,0,0,0,3,177
get signer vault,0,1,0,343,14,7,7,0,5,29,0,3,41710,0,4,2235,3,3,6,6,0,7,0,0,0,12,65
mint NFT,0,6464,0,1291446,17,1,1,0,6,23,0,4,77558,0,5,6574,3,4,0,0,6630,1,0,0,0,3,290
transfer tokens + borrow array from storage,0,786,0,568,17,7,7,0,5,29,0,3,34563,0,4,3032,1573,3,6,6,0,7,0,0,0,12,88
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,156972,0,4,2646,3,3,0,0,0,1,0,0,0,3,235
get account and get available balance,0,1,0,343,700,7,7,0,234,716,0,232,918,0,233,107663,3,3,6,6,0,7,0,0,229,12,73
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,134538,0,4,2235,3,3,0,0,0,1,0,0,0,3,196
create new account,0,979,0,237997,2947,1,1,978,657,2628,978,329,1306,0,656,451648,1959,329,0,0,326,1,326,0,0,3,386
get account and get balance + emit event,0,1,333,343,1013,1,1,0,338,1685,0,3,63748,0,337,161758,10405,3,0,0,0,1,0,0,0,3,241
get account and get available balance,0,1,0,343,343,1,1,0,115,350,0,113,442,0,114,52804,3,3,0,0,0,1,0,0,110,3,34
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,70934,0,4,2235,3,3,0,0,0,1,0,0,0,3,108
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,195010,0,4,2646,3,3,0,0,0,1,0,0,0,3,191
transfer tokens,0,4324,0,568,16,1,1,0,5,20,0,3,151307,0,4,2480,8649,3,0,0,0,1,0,0,0,3,831
load and save long string on signers address + add and remove key to/from account,825,1,0,387,14,1,1,1,5,20,0,3,73267,0,4,2097,1653,3,0,0,0,1,0,825,0,3,150
convert int to string and concatenate it + create new account,0,427,0,103861,1291,1,1,426,289,1156,426,145,115187,0,288,197912,855,145,0,0,142,1,142,0,0,3,234
mint NFT + load and save long string on signers address,0,2478,0,497930,18,7,7,1,6,32,0,4,44056,0,5,6870,3,4,6,6,2541,7,0,0,0,12,123
get signer address + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,462798,0,4,2235,3,3,0,0,0,1,0,0,0,3,302
call empty contract function + add and remove key to/from account,346,1,0,343,14,1,1,0,5,20,0,3,133834,0,4,2249,695,3,0,0,0,1,0,346,0,3,436
convert int to string + load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,604526,0,4,2138,3,3,0,0,0,1,0,0,0,3,277
get signer receiver + get account and get available balance,0,1,0,343,168,1,1,0,56,173,0,54,48676,0,55,25869,3,3,0,0,0,1,0,0,51,3,125
transfer tokens,0,151,0,568,16,1,1,0,5,20,0,3,5252,0,4,2480,303,3,0,0,0,1,0,0,0,3,16
