tx,TransferCompositeValue,GetCode,GetAccountAvailableBalance,GetValue,GetStorageUsed,RLPDecoding,AllocateStorageIndex,DestroyCompositeValue,TransferArrayValue,GetCurrentBlockHeight,EmitEvent,EncodeValue,CreateAccount,EncodeEvent,GetAccountBalance,UpdateAccountContractCode,EVMGasUsage,Statement,CreateArrayValue,GetBlockAtHeight,GetStorageCapacity,CreateCompositeValue,AddEncodedAccountKey,RevokeEncodedAccountKey,GetAccountContractCode,TransferDictionaryValue,FunctionInvocation,ResolveLocation,GetOrLoadProgram,SetValue,CreateDictionaryValue,GenerateUUID,Loop,estimated,ms
create new account and deploy contract,0,729,0,1418730,0,0,1310,0,24235,0,146720,56330,655,1310,0,655,0,1967,1310,0,0,655,0,0,729,0,1965,69,78,108073,0,0,655,4587,348
get signer address + get account and get balance,0,74,0,2631626,0,0,0,0,0,0,0,0,0,0,958,0,0,23800,0,0,0,0,0,0,74,0,2874,69,8700,0,0,0,9982,36656,128
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17426,0,0,0,0,0,0,37,0,17424,35,44,0,0,0,8712,43562,38
decode hex + get account and get balance,0,74,0,1948320,0,0,0,0,0,0,0,0,0,0,720,0,0,29500,12588,0,0,0,0,0,74,0,14748,69,6558,0,0,0,13308,57556,182
get account and get available balance + borrow array from storage,0,37,174,466212,174,0,0,0,0,0,0,0,0,0,0,0,0,140812,0,0,0,0,0,0,37,0,11278,35,1262,0,0,0,55314,207404,188
transfer tokens + get signer receiver,2223,37,0,1954,0,0,0,741,0,0,137826,67,0,1482,0,0,0,21143,0,0,0,2223,0,0,37,0,14295,35,44,122,0,741,2789,38227,53
load and save long string on signers address + get public account,0,37,0,1294,0,0,0,0,0,0,0,1312,0,0,0,0,0,12268,0,0,0,0,0,0,37,0,6740,35,44,1327,0,0,5524,24532,10
load and save empty string on signers address + emit event,0,37,0,1556,0,0,0,0,0,0,332595,1271,0,5835,0,0,0,27736,0,0,0,5835,0,0,37,0,18488,35,44,1286,0,0,9244,55468,33
get account and get storage used + get signer receiver,0,37,0,1913,5442,0,0,0,0,0,0,0,0,0,0,0,0,17130,0,0,0,0,0,0,37,0,14805,35,44,0,0,0,8563,40498,41
load and save empty string on signers address + get account and get balance,0,74,0,4995381,0,0,0,0,0,0,0,1271,0,0,1818,0,0,22648,0,0,0,0,0,0,74,0,13278,69,16440,1286,0,0,5730,41656,243
get account and get storage used,0,37,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,37,0,21,35,44,0,0,0,21,86,6
create and destroy EVM bridged account + get account and get storage capacity,3166,37,0,138947,0,0,0,1583,94980,0,0,0,0,0,0,0,0,8333,1583,0,46,1583,0,0,37,0,5071,35,366,12664,0,1583,1629,15033,39
convert int to string + add and remove key to/from account,0,37,0,0,0,0,0,0,101324,0,598228,0,0,2776,0,0,0,18156,2776,0,0,0,1388,1388,37,0,11158,35,44,0,0,0,8382,37696,66
create and destroy EVM bridged account,22108,37,0,89089,0,0,0,11054,663240,0,0,0,0,0,0,0,0,55272,11054,0,0,11054,0,0,37,0,33162,35,44,88432,0,11054,11054,99488,167
get public account + mint NFT,9360,37,0,2957,0,0,3200,0,0,0,0,446253,0,0,0,0,0,70050,0,0,0,3120,0,0,37,0,36583,35,44,630438,0,3120,27223,133856,104
get signer receiver + transfer tokens,4374,37,0,1913,0,0,0,1458,0,0,271188,67,0,2916,0,0,0,33830,0,0,0,4374,0,0,37,0,16476,35,44,122,0,1458,1604,51910,98
borrow array from storage,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,88847,0,0,0,0,0,0,37,0,5923,35,44,0,0,0,35538,130308,600
create and destroy EVM bridged account,948,37,0,4449,0,0,0,474,28440,0,0,0,0,0,0,0,0,2372,474,0,0,474,0,0,37,0,1422,35,44,3792,0,474,474,4268,12
get signer receiver + mint NFT,966,37,0,6243,0,0,331,0,0,0,0,50574,0,0,0,0,0,4542,0,0,0,322,0,0,37,0,4714,35,44,69677,0,322,1464,10720,15
get signer vault + load and save long string on signers address,0,37,0,1457,0,0,0,0,0,0,0,1312,0,0,0,0,0,45673,0,0,0,0,0,0,37,0,24997,35,44,1327,0,0,20672,91342,63
load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,6716,0,0,0,0,0,0,37,0,4476,35,44,1286,0,0,2238,13430,7
get account and get balance,0,74,0,1576095,0,0,0,0,0,0,0,0,0,0,587,0,0,3524,0,0,0,0,0,0,74,0,1761,69,5361,0,0,0,587,5872,112
get signer vault + call empty contract function,0,37,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,14410,0,0,0,0,0,0,37,0,7203,35,44,0,0,0,7203,28816,24
transfer tokens,2562,37,0,1954,0,0,0,854,0,0,158844,67,0,1708,0,0,0,19644,0,0,0,2562,0,0,37,0,9394,35,44,122,0,854,854,29892,52
copy array from storage + get public account,0,37,0,1827,0,0,0,0,45790,0,0,0,0,0,0,0,0,91751,0,0,0,0,0,0,37,0,16110,35,44,0,0,0,39005,146866,77
transfer tokens + call empty contract function,3450,37,0,2177,0,0,0,1150,0,0,213900,67,0,2300,0,0,0,36326,0,0,0,3450,0,0,37,0,17586,35,44,122,0,1150,6086,59998,71
create new account + call empty contract function,0,73,0,221,0,0,0,0,0,0,50160,0,912,912,0,0,0,22698,0,0,0,0,0,0,73,0,11347,65,74,0,0,0,11347,45392,353
copy array from storage + create new account and deploy contract,0,599,0,1141184,0,0,1052,0,70482,0,117824,45236,526,1052,0,526,0,78112,1052,0,0,526,0,0,599,0,6680,65,74,86788,0,0,31138,115930,476
add key to account + get account and get balance,0,74,0,2627526,0,0,0,0,259661,0,757641,0,0,3557,971,0,0,12944,3557,0,0,0,3557,0,74,0,10027,69,8817,0,0,0,4528,27499,346
decode hex + emit event,0,37,0,221,0,0,0,0,0,0,496299,0,0,8707,0,0,0,31043,2459,0,0,8707,0,0,37,0,19873,35,44,0,0,0,11166,62082,57
add key to account + get signer address,0,37,0,0,0,0,0,0,253821,0,740601,0,0,3477,0,0,0,35276,3477,0,0,0,3477,0,37,0,6954,35,44,0,0,0,17636,59866,101
copy array from storage and save a duplicate + call empty contract function,0,37,0,3624,0,0,4450,0,111250,0,0,1585,0,0,0,0,0,94514,0,0,0,0,0,0,37,0,22780,35,44,1608,0,0,36130,153424,143
create new account and deploy contract,0,423,0,758100,0,0,700,0,12950,0,78400,30100,350,700,0,350,0,1052,700,0,0,350,0,0,423,0,1050,65,74,57749,0,0,350,2452,170
load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,2258,0,0,0,0,0,0,37,0,1504,35,44,1286,0,0,752,4514,3
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16512,0,0,0,0,0,0,37,0,8255,35,44,0,0,0,8255,33022,13
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,37,0,810,35,44,0,0,0,405,2027,1
borrow array from storage,0,37,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,131537,0,0,0,0,0,0,37,0,8769,35,44,0,0,0,52614,192920,133
transfer tokens,11670,37,0,1913,0,0,0,3890,0,0,723540,67,0,7780,0,0,0,89472,0,0,0,11670,0,0,37,0,42790,35,44,122,0,3890,3890,136152,232
decode hex + add key to account,0,37,0,0,0,0,0,0,305359,0,890979,0,0,4183,0,0,0,18552,9274,0,0,0,4183,0,37,0,13457,35,44,0,0,0,9274,41283,149
decode hex + get account and get balance,0,74,0,988920,0,0,0,0,0,0,0,0,0,0,360,0,0,18208,8022,0,0,0,0,0,74,0,9102,69,3318,0,0,0,8382,35692,116
emit event + get account and get storage used,0,37,0,221,6970,0,0,0,0,0,393129,0,0,6897,0,0,0,34635,0,0,0,6897,0,0,37,0,20764,35,44,0,0,0,13867,69266,4109
load and save long string on signers address + get account and get storage capacity,0,37,0,2115088,0,0,0,0,0,0,0,1312,0,0,0,0,0,25960,0,0,774,0,0,0,37,0,18078,35,5462,1327,0,0,7104,51142,103
transfer tokens to EVM address,1132,37,0,237638,0,61198,0,1,190256,0,492484,0,0,1130,0,0,11865000,2264,566,0,0,566,0,0,37,0,2828,35,44,198673,0,1,0,5092,84
create new account and deploy contract + get account and get storage used,0,491,0,905388,5301,0,836,0,15466,0,93632,35948,418,836,0,418,0,11860,836,0,0,418,0,0,491,0,6555,65,74,68968,0,0,5719,24134,448
reference tx + get account and get balance,0,74,0,3663924,0,0,0,0,0,0,0,0,0,0,1354,0,0,18664,0,0,0,0,0,0,74,0,4062,69,12264,0,0,0,11890,34616,166
get account and get storage capacity,0,37,0,3163440,0,0,0,0,0,0,0,0,0,0,0,0,0,10586,0,0,1176,0,0,0,37,0,8232,35,8276,0,0,0,1176,19994,233
get public account + call empty contract function,0,37,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,23514,0,0,0,0,0,0,37,0,11755,35,44,0,0,0,11755,47024,23
mint NFT,7299,37,0,3124,0,0,2495,0,0,0,0,348760,0,0,0,0,0,17033,0,0,0,2433,0,0,37,0,9732,35,44,492412,0,2433,2433,29198,71
transfer tokens + add and remove key to/from account,4494,37,0,1913,0,0,0,1498,248711,0,1747045,67,0,9810,0,0,0,44679,6814,0,0,4494,3407,3407,37,0,26699,35,44,122,0,1498,4905,76283,224
add key to account,0,37,0,0,0,0,0,0,130670,0,381270,0,0,1790,0,0,0,3582,1790,0,0,0,1790,0,37,0,3580,35,44,0,0,0,1790,8952,45
get account and get storage used,0,37,0,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,3104,0,0,0,0,0,0,37,0,1551,35,44,0,0,0,1551,6206,4
get public account + load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,33117,0,0,0,0,0,0,37,0,17615,35,44,1286,0,0,15498,66230,28
get signer vault + add key to account,0,37,0,1416,0,0,0,0,40004,0,116724,0,0,548,0,0,0,4268,548,0,0,0,548,0,37,0,2680,35,44,0,0,0,2132,9080,20
mint NFT + copy array from storage and save a duplicate,3198,37,0,6035,0,0,9858,0,219125,0,0,155574,0,0,0,0,0,156471,0,0,0,1066,0,0,37,0,30559,35,44,218596,0,1066,53656,240686,247
create new account and deploy contract + get signer vault,0,372,0,649091,0,0,598,0,11063,0,66976,25714,299,598,0,299,0,33733,598,0,0,299,0,0,372,0,17313,65,74,49334,0,0,16715,67761,238
add and remove key to/from account,0,37,0,0,0,0,0,0,323536,0,1910192,0,0,8864,0,0,0,13298,8864,0,0,0,4432,4432,37,0,13296,35,44,0,0,0,4432,31026,195
add key to account + get public account,0,37,0,0,0,0,0,0,196005,0,571905,0,0,2685,0,0,0,12474,2685,0,0,0,2685,0,37,0,8920,35,44,0,0,0,6235,27629,224
add and remove key to/from account,0,37,0,0,0,0,0,0,95995,0,566765,0,0,2630,0,0,0,3947,2630,0,0,0,1315,1315,37,0,3945,35,44,0,0,0,1315,9207,55
transfer tokens + convert int to string,1401,37,0,1954,0,0,0,467,0,0,86862,67,0,934,0,0,0,11449,0,0,0,1401,0,0,37,0,5489,35,44,122,0,467,819,17757,26
convert int to string + get account and get storage used,0,37,0,0,5014,0,0,0,0,0,0,0,0,0,0,0,0,31848,0,0,0,0,0,0,37,0,15922,35,44,0,0,0,15922,63692,23
transfer tokens,14538,37,0,1913,0,0,0,4846,0,0,901356,67,0,9692,0,0,0,111460,0,0,0,14538,0,0,37,0,53306,35,44,122,0,4846,4846,169612,249
add key to account,0,37,0,0,0,0,0,0,370840,0,1082040,0,0,5080,0,0,0,10162,5080,0,0,0,5080,0,37,0,10160,35,44,0,0,0,5080,25402,144
get account and get balance + emit event,0,74,0,1280966,0,0,0,0,0,0,81054,0,0,1422,477,0,0,7132,0,0,0,1422,0,0,74,0,4275,69,4371,0,0,0,1899,13306,76
load and save empty string on signers address + create and destroy EVM bridged account,15276,37,0,63034,0,0,0,7638,458280,0,0,1271,0,0,0,0,0,49516,7638,0,0,7638,0,0,37,0,30462,35,44,62390,0,7638,11412,91390,125
get signer address + add and remove key to/from account,0,37,0,0,0,0,0,0,174251,0,1028797,0,0,4774,0,0,0,7621,4774,0,0,0,2387,2387,37,0,7161,35,44,0,0,0,2615,17397,105
convert int to string + convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34400,0,0,0,0,0,0,37,0,25375,35,44,0,0,0,17198,76973,21
add and remove key to/from account + get account and get storage capacity,0,37,0,4891221,0,0,0,0,331858,0,1959326,0,0,9092,0,0,0,29761,9092,0,1791,0,4546,4546,37,0,26175,35,12581,0,0,0,6337,62273,2842
convert int to string + load and save long string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1312,0,0,0,0,0,68305,0,0,0,0,0,0,37,0,41257,35,44,1327,0,0,27044,136606,58
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22554,0,0,0,0,0,0,37,0,22552,35,44,0,0,0,11276,56382,16
convert int to string + get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,41282,0,0,0,0,0,0,37,0,20639,35,44,0,0,0,20639,82560,69
load and save long string on signers address + emit event,0,37,0,1515,0,0,0,0,0,0,724470,1312,0,12710,0,0,0,40894,0,0,0,12710,0,0,37,0,27260,35,44,1327,0,0,13630,81784,52
mint NFT + get account and get storage capacity,2979,37,0,1351272,0,0,1019,0,0,0,0,144558,0,0,0,0,0,11464,0,0,501,993,0,0,37,0,7479,35,3551,203250,0,993,1494,20437,99
load and save empty string on signers address + copy array from storage and save a duplicate,0,37,0,3360,0,0,3626,0,90650,0,0,2796,0,0,0,0,0,72215,0,0,0,0,0,0,37,0,17924,35,44,2819,0,0,25279,115418,98
mint NFT + get account and get available balance,23361,37,236,647576,236,0,7987,0,0,0,0,1109735,0,0,0,0,0,58525,0,0,0,7787,0,0,37,0,33980,35,1696,1569273,0,7787,8023,100528,216
get public account + get account and get storage used,0,37,0,0,10484,0,0,0,0,0,0,0,0,0,0,0,0,30254,0,0,0,0,0,0,37,0,15125,35,44,0,0,0,15125,60504,31
borrow array from storage + get account and get balance,0,74,0,3787521,0,0,0,0,0,0,0,0,0,0,1399,0,0,25723,0,0,0,0,0,0,74,0,5352,69,12669,0,0,0,8329,39404,240
add key to account + add and remove key to/from account,0,37,0,0,0,0,0,0,570349,0,3315955,0,0,15390,0,0,0,23207,15390,0,0,0,7813,7577,37,0,23203,35,44,0,0,0,7813,54223,293
get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28598,0,0,0,0,0,0,37,0,0,35,44,0,0,0,14298,42896,9
transfer tokens to EVM address + copy array from storage and save a duplicate,4026,37,0,853130,0,219286,3088,1,757272,0,1758444,1585,0,4024,0,0,42252000,60550,2013,0,0,2013,0,0,37,0,19327,35,44,713864,0,1,18528,98405,343
transfer tokens to EVM address + call empty contract function,4610,37,0,973176,0,251114,0,1,778768,0,2013652,0,0,4608,0,0,48384000,49268,2305,0,0,2305,0,0,37,0,31546,35,44,815624,0,1,20023,100837,371
call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,21340,0,0,0,0,0,0,37,0,10669,35,44,0,0,0,10669,42678,17
get signer vault + load and save long string on signers address,0,37,0,1457,0,0,0,0,0,0,0,1312,0,0,0,0,0,71186,0,0,0,0,0,0,37,0,43188,35,44,1327,0,0,27994,142368,113
transfer tokens to EVM address + convert int to string and concatenate it,2296,37,0,484699,0,125013,0,1,387726,0,1002458,0,0,2294,0,0,24087000,18084,1148,0,0,1148,0,0,37,0,19228,35,44,406046,0,1,6745,44057,159
copy array from storage + transfer tokens to EVM address,3662,37,0,774752,0,199456,0,1,702412,0,1599392,0,0,3660,0,0,38430000,133086,1831,0,0,1831,0,0,37,0,17537,35,44,647828,0,1,50304,200927,365
create new account and deploy contract,0,424,0,760266,0,0,702,0,12987,0,78624,30186,351,702,0,351,0,1055,702,0,0,351,0,0,424,0,1053,65,74,57915,0,0,351,2459,180
get account and get available balance + copy array from storage,0,37,445,1198877,445,0,0,0,139060,0,0,0,0,0,0,0,0,216159,0,0,0,0,0,0,37,0,19246,35,3159,0,0,0,83881,319286,248
decode hex + get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36892,5915,0,0,0,0,0,37,0,5915,35,44,0,0,0,18444,61251,39
transfer tokens + create new account and deploy contract,8775,866,0,1717385,0,0,1584,2925,29304,0,721458,68179,792,7434,0,792,0,69655,1584,0,0,9567,0,0,866,0,34551,69,78,130798,0,2925,3717,107923,1549
copy array from storage and save a duplicate + copy array from storage,0,37,0,3401,0,0,7178,0,295840,0,0,1585,0,0,0,0,0,296615,0,0,0,0,0,0,37,0,33173,35,44,1608,0,0,112902,442690,317
get account and get storage used + add and remove key to/from account,0,37,0,0,933,0,0,0,137240,0,810280,0,0,3760,0,0,0,7510,3760,0,0,0,1880,1880,37,0,6573,35,44,0,0,0,2813,16896,77
get account and get storage capacity + reference tx,0,37,0,4527998,0,0,0,0,0,0,0,0,0,0,0,0,0,17484,0,0,1658,0,0,0,37,0,11606,35,11650,0,0,0,4216,33306,339
add and remove key to/from account,0,37,0,0,0,0,0,0,386754,0,2283438,0,0,10596,0,0,0,15896,10596,0,0,0,5298,5298,37,0,15894,35,44,0,0,0,5298,37088,236
get account and get available balance + add key to account,0,37,1438,3868220,1438,0,0,0,627289,0,1830309,0,0,8593,0,0,0,41636,8593,0,0,0,8593,0,37,0,34442,35,10110,0,0,0,10031,86109,432
reference tx + load and save long string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1312,0,0,0,0,0,32681,0,0,0,0,0,0,37,0,12452,35,44,1327,0,0,20225,65358,25
borrow array from storage + create new account,0,74,0,1868,0,0,0,0,0,0,6105,0,111,111,0,0,0,11956,0,0,0,0,0,0,74,0,893,69,78,0,0,0,4803,17652,72
decode hex + get account and get storage used,0,37,0,0,2146,0,0,0,0,0,0,0,0,0,0,0,0,5792,748,0,0,0,0,0,37,0,2894,35,44,0,0,0,2894,11580,69
get account and get storage used,0,37,0,0,2520,0,0,0,0,0,0,0,0,0,0,0,0,5042,0,0,0,0,0,0,37,0,2520,35,44,0,0,0,2520,10082,6
add key to account + get account and get balance,0,74,0,1423356,0,0,0,0,7592,0,22152,0,0,104,526,0,0,3368,104,0,0,0,104,0,74,0,1786,69,4812,0,0,0,630,5784,105
copy array from storage and save a duplicate + transfer tokens to EVM address,192,37,0,44020,0,10355,1068,1,58870,0,83030,1585,0,190,0,0,1995000,18542,96,0,0,96,0,0,37,0,3682,35,44,35151,0,1,6408,28632,41
copy array from storage and save a duplicate + create and destroy EVM bridged account,4256,37,0,21041,0,0,3673,2128,219505,0,0,1585,0,0,0,0,0,73085,2128,0,0,2128,0,0,37,0,17403,35,44,18632,0,2128,24166,114654,136
convert int to string and concatenate it + copy array from storage,0,37,0,1868,0,0,0,0,42480,0,0,0,0,0,0,0,0,67390,0,0,0,0,0,0,37,0,7914,35,44,0,0,0,27321,102625,68
copy array from storage and save a duplicate + get account and get available balance,0,37,910,2451260,910,0,7793,0,194825,0,0,1585,0,0,0,0,0,147955,0,0,0,0,0,0,37,0,34299,35,6414,1608,0,0,47668,229922,305
decode hex + get account and get balance,0,74,0,3988644,0,0,0,0,0,0,0,0,0,0,1452,0,0,33506,12395,0,0,0,0,0,74,0,16751,69,13146,0,0,0,13847,64104,239
transfer tokens to EVM address,2212,37,0,466975,0,120434,0,1,373528,0,965748,0,0,2210,0,0,23205000,4424,1106,0,0,1106,0,0,37,0,5528,35,44,391178,0,1,0,9952,147
convert int to string + mint NFT,21351,37,0,3338,0,0,7300,0,0,0,0,1014795,0,0,0,0,0,84827,0,0,0,7117,0,0,37,0,45970,35,44,1434803,0,7117,24619,155416,181
transfer tokens,4845,37,0,1954,0,0,0,1615,0,0,300390,67,0,3230,0,0,0,37147,0,0,0,4845,0,0,37,0,17765,35,44,122,0,1615,1615,56527,105
create new account and deploy contract + get public account,0,775,0,1520532,0,0,1404,0,25974,0,157248,60372,702,1404,0,702,0,9408,1404,0,0,702,0,0,775,0,5755,65,74,115828,0,0,4351,19514,387
get signer receiver + load and save empty string on signers address,0,37,0,1954,0,0,0,0,0,0,0,1271,0,0,0,0,0,22834,0,0,0,0,0,0,37,0,18285,35,44,1286,0,0,8223,49342,38
add key to account + create and destroy EVM bridged account,1394,37,0,6233,0,0,0,697,364115,0,940395,0,0,4415,0,0,0,12319,5112,0,0,697,4415,0,37,0,10921,35,44,5576,0,697,5112,28352,125
get signer vault + transfer tokens to EVM address,1192,37,0,251692,0,64468,0,1,200396,0,518704,0,0,1190,0,0,12495000,16036,596,0,0,596,0,0,37,0,9803,35,44,209263,0,1,6825,32664,107
borrow array from storage,0,37,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,110027,0,0,0,0,0,0,37,0,7335,35,44,0,0,0,44010,161372,150
mint NFT + create new account,3441,73,0,2936,0,0,1176,0,0,0,495,165761,9,9,0,0,0,8051,0,0,0,1147,0,0,73,0,4597,65,74,233539,0,1147,1156,13804,39
get signer receiver + emit event,0,37,0,2175,0,0,0,0,0,0,1034664,0,0,18152,0,0,0,85276,0,0,0,18152,0,0,37,0,82528,35,44,0,0,0,33560,201364,205
borrow array from storage + load and save empty string on signers address,0,37,0,1827,0,0,0,0,0,0,0,1271,0,0,0,0,0,37852,0,0,0,0,0,0,37,0,2570,35,44,1286,0,0,15134,55556,41
create new account and deploy contract + add key to account,0,634,0,1215126,0,0,1122,0,44847,0,195954,48246,561,1452,0,561,0,2347,1452,0,0,561,330,0,634,0,2343,65,74,92563,0,0,891,5581,415
get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,12798,0,0,0,0,0,0,37,0,6398,35,44,0,0,0,6398,25594,25
call empty contract function + copy array from storage,0,37,0,2089,0,0,0,0,52950,0,0,0,0,0,0,0,0,82713,0,0,0,0,0,0,37,0,6937,35,44,0,0,0,33412,123062,103
mint NFT + load and save empty string on signers address,5244,37,0,3694,0,0,1792,0,0,0,0,251871,0,0,0,0,0,27915,0,0,0,1748,0,0,37,0,17442,35,44,355123,0,1748,6973,52330,70
load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,19751,0,0,0,0,0,0,37,0,13166,35,44,1327,0,0,6583,39500,22
create new account and deploy contract + copy array from storage and save a duplicate,0,879,0,1749156,0,0,8751,0,208297,0,180544,70901,806,1612,0,806,0,123785,1612,0,0,806,0,0,879,0,23835,65,74,134594,0,0,43640,191260,619
call empty contract function + reference tx,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,2961,0,0,0,0,0,0,37,0,1376,35,44,0,0,0,1581,5918,3
emit event + create new account and deploy contract,0,954,0,1908467,0,0,1762,0,32597,0,340015,75766,881,4265,0,881,0,10156,1762,0,0,3384,0,0,954,0,7649,65,74,145362,0,0,3384,21189,595
convert int to string and concatenate it + create and destroy EVM bridged account,2622,37,0,11145,0,0,0,1311,78660,0,0,0,0,0,0,0,0,6585,1311,0,0,1311,0,0,37,0,3959,35,44,10488,0,1311,1324,11868,20
decode hex + reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4274,1842,0,0,0,0,0,37,0,1842,35,44,0,0,0,2428,8544,27
convert int to string + get account and get available balance,0,37,1525,4164775,1525,0,0,0,0,0,0,0,0,0,0,0,0,31705,0,0,0,0,0,0,37,0,21188,35,10719,0,0,0,4413,57306,188
borrow array from storage + add key to account,0,37,0,1806,0,0,0,0,240827,0,702687,0,0,3299,0,0,0,62222,3299,0,0,0,3299,0,37,0,10306,35,44,0,0,0,25547,98075,198
transfer tokens to EVM address,3884,37,0,819767,0,211550,0,1,656080,0,1696396,0,0,3882,0,0,40761000,7768,1942,0,0,1942,0,0,37,0,9708,35,44,687122,0,1,0,17476,351
add and remove key to/from account + create and destroy EVM bridged account,9362,37,0,38105,0,0,0,4681,418319,0,811573,0,0,3766,0,0,0,29058,8447,0,0,4681,1883,1883,37,0,19692,35,44,37448,0,4681,6564,55314,141
create new account and deploy contract + add key to account,0,697,0,1351584,0,0,1248,0,66888,0,267576,53664,624,1848,0,624,0,3076,1848,0,0,624,600,0,697,0,3072,65,74,102956,0,0,1224,7372,430
get account and get available balance,0,37,1206,3244140,1206,0,0,0,0,0,0,0,0,0,0,0,0,20504,0,0,0,0,0,0,37,0,14472,35,8486,0,0,0,1206,36182,159
create and destroy EVM bridged account + convert int to string and concatenate it,16878,37,0,68169,0,0,0,8439,506340,0,0,0,0,0,0,0,0,42689,8439,0,0,8439,0,0,37,0,25807,35,44,67512,0,8439,8684,77180,121
call empty contract function,0,37,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,9210,0,0,0,0,0,0,37,0,4604,35,44,0,0,0,4604,18418,12
transfer tokens to EVM address + convert int to string and concatenate it,3342,37,0,705405,0,182013,0,1,564486,0,1459546,0,0,3340,0,0,35070000,9124,1671,0,0,1671,0,0,37,0,10791,35,44,591188,0,1,1219,21134,225
get account and get available balance,0,37,861,2316090,861,0,0,0,0,0,0,0,0,0,0,0,0,14639,0,0,0,0,0,0,37,0,10332,35,6071,0,0,0,861,25832,122
get account and get balance + mint NFT,19431,74,0,3094166,0,0,6644,0,0,0,0,932685,0,0,1142,0,0,52195,0,0,0,6477,0,0,74,0,29334,69,10356,1314933,0,6477,7619,89148,322
call empty contract function + emit event,0,37,0,221,0,0,0,0,0,0,402648,0,0,7064,0,0,0,41394,0,0,0,7064,0,0,37,0,24227,35,44,0,0,0,17163,82784,64
mint NFT + reference tx,4515,37,0,3455,0,0,1544,0,0,0,0,217208,0,0,0,0,0,10788,0,0,0,1505,0,0,37,0,6020,35,44,306108,0,1505,1754,18562,37
call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,5106,0,0,0,0,0,0,37,0,2552,35,44,0,0,0,2552,10210,10
transfer tokens to EVM address + reference tx,92,37,0,19655,0,4904,0,1,15268,0,39328,0,0,90,0,0,945000,3719,46,0,0,46,0,0,37,0,228,35,44,15938,0,1,3533,7480,12
